gap,vol,entry,maxhold,period,n_trades,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,win_rate_pct,expectancy_pct,median_return_pct,profit_factor,largest_winner_contrib_pct,expectancy_ex_top1_pct,avg_invested_frac_pct,recon_ok
0.1,2.0,breakout,10,OOS_2025,2,-0.16864314537986536,-0.4916411524459652,-0.2609758039501048,-0.9577030114366823,50.0,0.0008068172943687113,0.0008068172943687113,1.008022338146573,100.0,-2.304886215611879,1.1305894336108016,True
0.1,2.0,breakout,20,IS_2022_2024,6,0.10807522163605032,0.04195151503945116,-0.7535687659974827,0.11195851738106785,50.0,0.176086604865829,-1.0727598053623777,1.0621480748824186,51.308637556757965,-1.4740933598594896,0.5346357523853154,True
0.1,2.0,breakout,20,OOS_2025,2,-0.09470716185839834,-0.24672722438728867,-0.2609758039501048,-0.3585878670021816,50.0,0.7525522547913388,0.7525522547913388,3.0585515175432096,100.0,-0.7391244742134262,2.037032015231925,True
0.1,2.0,breakout,30,IS_2022_2024,6,0.4155974992286593,0.1588038861585206,-0.7535687659974827,0.3629592830403165,50.0,1.2169930600093712,0.21533090447958259,1.4616106010293444,45.597680247235466,-0.6007183466292298,0.7693374999169876,True
0.1,2.0,breakout,30,OOS_2025,2,-0.13008446998751255,-0.3060580454885886,-0.3370517970035407,-0.3761028976537717,50.0,0.3846467530378317,0.3846467530378317,1.2140892166885675,100.0,-3.747713268951225,2.7847820035651107,True
0.1,3.0,next_open,10,IS_2022_2024,5,0.09025467581889046,0.04403121406757471,-0.6549578796049508,0.1466752603328706,40.0,0.1446316106086254,-4.030902031780936,1.0420088580016449,62.63989304058728,-2.1743003080329393,0.2571016804266452,True
0.1,3.0,next_open,10,OOS_2025,3,-0.3629593285402355,-0.4762764442620804,-0.6037432755199669,-0.8222605506373253,33.33333333333333,-1.1690725515576852,-2.304886215611879,0.4341343821610055,100.0,-3.1071114529678145,0.695408119749494,True
0.1,3.0,next_open,20,IS_2022_2024,5,-0.021466555970661716,-0.010283111715647664,-0.6549578796049508,-0.02442218613426056,40.0,-0.2987828442216056,-4.030902031780936,0.8856887810102265,65.67321647397716,-2.501706635740569,0.4522021856784552,True
0.1,3.0,next_open,20,OOS_2025,3,-0.28903762847035663,-0.3793201033792659,-0.6032983848295062,-0.5623991432205856,33.33333333333333,-0.6679901850602559,-0.7391244742134262,0.5656742534666303,100.0,-2.324230582268588,1.209320743397846,True
0.1,3.0,next_open,30,IS_2022_2024,5,0.28977899623283676,0.13619624592655644,-0.6549578796049508,0.3101484694094506,40.0,0.9685668802251302,-4.030902031780936,1.3211828039846674,63.209204728293464,-1.8448595678608015,0.6437622942254089,True
0.1,3.0,next_open,30,OOS_2025,3,-0.3244081021726575,-0.42571513013242024,-0.6035111768110257,-0.5559637274145118,33.33333333333333,-0.910294726310179,-3.747713268951225,0.6419826936489363,100.0,-3.8285249796374874,1.7293874766499229,True
0.1,3.0,breakout,10,IS_2022_2024,5,-0.22683511332960427,-0.11075261123327795,-0.7535687659974827,-0.3844462521241688,40.0,-1.1215452727827202,-4.498962584230326,0.6271092559538854,73.69752668852234,-3.2238805565409203,0.2717029290192672,True
0.1,3.0,breakout,10,OOS_2025,2,-0.16864314537986536,-0.4916411524459652,-0.2609758039501048,-0.9577030114366823,50.0,0.0008068172943687113,0.0008068172943687113,1.008022338146573,100.0,-2.304886215611879,1.1305894336108016,True
0.1,3.0,breakout,20,IS_2022_2024,5,-0.3114673996240991,-0.14931494452039562,-0.7535687659974827,-0.38860416067754106,40.0,-1.4740933598594896,-4.498962584230326,0.5171743688249162,71.14197462037681,-3.279838392471368,0.4625052219870625,True
0.1,3.0,breakout,20,OOS_2025,2,-0.09470716185839834,-0.24672722438728867,-0.2609758039501048,-0.3585878670021816,50.0,0.7525522547913388,0.7525522547913388,3.0585515175432096,100.0,-0.7391244742134262,2.037032015231925,True
0.1,3.0,breakout,30,IS_2022_2024,5,-0.09747055141058336,-0.045858168739865146,-0.7535687659974827,-0.10230193815335632,40.0,-0.6007183466292298,-4.498962584230326,0.7951500727122873,60.68442318384945,-2.635793037550388,0.6496176892657578,True
0.1,3.0,breakout,30,OOS_2025,2,-0.13008446998751255,-0.3060580454885886,-0.3370517970035407,-0.3761028976537717,50.0,0.3846467530378317,0.3846467530378317,1.2140892166885675,100.0,-3.747713268951225,2.7847820035651107,True
