ticker,sector,earn_date,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,return_dollar,eps_reported,eps_estimate,surprise_pct,spy_bull_regime,year
BNY,Financials,2025-04-11,2025-04-15,76.3143,2025-05-27,88.5657,time,42,16.05,1765.93,1.58,1.49,5.93,False,2025
BNY,Financials,2025-07-15,2025-07-17,93.5815,2025-08-28,104.6981,time,42,11.88,1306.7,1.94,1.76,10.09,True,2025
BNY,Financials,2025-10-16,2025-10-20,105.1125,2025-12-01,110.8768,time,42,5.48,603.23,1.88,1.76,6.71,True,2025
BA,Industrials,2025-04-23,2025-04-25,176.5,2025-06-06,210.8,time,42,19.43,2137.68,-0.49,-1.3,62.39,False,2025
BA,Industrials,2025-07-29,2025-07-31,224.02,2025-09-11,219.99,time,42,-1.8,-197.88,-1.24,-1.27,2.35,True,2025
BKNG,Consumer Discretionary,2025-02-20,2025-02-24,198.2315,2025-03-10,176.687,hard_stop,14,-10.87,-1195.52,1.66,1.44,15.24,True,2025
BKNG,Consumer Discretionary,2025-04-29,2025-05-01,198.5689,2025-06-12,217.1906,time,42,9.38,1031.57,0.99,0.7,41.23,False,2025
BKNG,Consumer Discretionary,2025-07-29,2025-07-31,223.6741,2025-09-11,219.0004,time,42,-2.09,-229.85,2.22,2.02,9.93,True,2025
BKNG,Consumer Discretionary,2025-10-28,2025-10-30,201.6887,2025-11-20,182.5575,hard_stop,21,-9.49,-1043.41,3.98,3.84,3.73,True,2025
BSX,Health Care,2025-02-05,2025-02-07,104.75,2025-03-10,94.13,hard_stop,31,-10.14,-1115.23,0.7,0.66,6.57,True,2025
BSX,Health Care,2025-04-23,2025-04-25,101.39,2025-06-06,102.09,time,42,0.69,75.94,0.75,0.67,11.52,False,2025
BSX,Health Care,2025-07-23,2025-07-25,106.18,2025-09-05,107.22,time,42,0.98,107.74,0.53,0.48,9.72,True,2025
BSX,Health Care,2025-10-22,2025-10-24,102.85,2025-12-05,97.52,time,42,-5.18,-570.05,0.75,0.71,5.09,True,2025
BMY,Health Care,2025-04-24,2025-04-28,46.0109,2025-05-14,42.0203,hard_stop,16,-8.67,-954.05,1.8,1.5,19.88,False,2025
BMY,Health Care,2025-07-31,2025-08-04,42.5263,2025-09-15,44.7264,time,42,5.17,569.09,1.46,1.1,32.6,True,2025
BMY,Health Care,2025-10-30,2025-11-03,45.1944,2025-12-15,53.1083,time,42,17.51,1926.19,1.08,1.04,3.44,True,2025
AVGO,Information Technology,2025-03-06,2025-03-10,187.5087,2025-03-27,170.6077,hard_stop,17,-9.01,-991.48,1.6,1.51,6.11,False,2025
AVGO,Information Technology,2025-06-05,2025-06-09,243.0805,2025-07-21,286.5664,time,42,17.89,1967.85,1.58,1.57,0.59,True,2025
AVGO,Information Technology,2025-09-04,2025-09-08,340.7954,2025-10-20,347.8434,time,42,2.07,227.49,1.69,1.66,1.6,True,2025
AVGO,Information Technology,2025-12-11,2025-12-15,360.4428,2025-12-17,324.7162,hard_stop,2,-9.91,-1090.3,1.74,1.12,55.45,True,2025
BR,Industrials,2025-01-31,2025-02-04,232.63,2025-03-18,227.2722,time,42,-2.3,-253.35,1.56,1.49,4.89,True,2025
BR,Industrials,2025-05-01,2025-05-05,228.2944,2025-06-16,235.7596,time,42,3.27,359.7,2.44,2.41,1.17,False,2025
BR,Industrials,2025-08-05,2025-08-07,264.269,2025-09-17,242.753,hard_stop,41,-8.14,-895.58,3.55,3.5,1.48,True,2025
BR,Industrials,2025-11-04,2025-11-06,215.4295,2025-12-18,225.371,time,42,4.61,507.62,1.51,1.25,21.22,True,2025
BRO,Financials,2025-01-27,2025-01-29,103.0807,2025-03-12,116.0844,time,42,12.62,1387.67,0.86,0.77,12.09,True,2025
BRO,Financials,2025-07-28,2025-07-30,93.1673,2025-09-10,91.8259,time,42,-1.44,-158.37,1.03,0.99,4.55,True,2025
BRO,Financials,2025-10-27,2025-10-29,81.7995,2025-12-10,77.1062,time,42,-5.74,-631.13,1.05,0.93,12.91,True,2025
BF-B,Consumer Staples,2025-03-05,2025-03-07,34.4954,2025-04-04,30.9829,hard_stop,28,-10.18,-1120.06,0.57,0.46,23.36,True,2025
BLDR,Industrials,2025-02-20,2025-02-24,136.23,2025-03-13,122.8,hard_stop,17,-9.86,-1084.42,2.31,2.21,4.66,True,2025
BLDR,Industrials,2025-05-01,2025-05-05,112.83,2025-06-16,111.71,time,42,-0.99,-109.19,1.51,1.42,6.36,False,2025
BLDR,Industrials,2025-07-31,2025-08-04,129.0,2025-08-20,132.75,trail_stop,16,2.91,319.77,2.38,2.34,1.57,True,2025
BG,Consumer Staples,2025-05-07,2025-05-09,73.7084,2025-06-20,83.0418,time,42,12.66,1392.89,1.81,1.31,38.3,False,2025
BG,Consumer Staples,2025-07-30,2025-08-01,77.6146,2025-09-02,79.8843,trail_stop,32,2.92,321.67,1.31,1.08,20.91,True,2025
BG,Consumer Staples,2025-11-05,2025-11-07,93.2768,2025-12-19,90.4038,time,42,-3.08,-338.81,2.27,1.97,15.32,True,2025
BXP,Real Estate,2025-01-28,2025-01-30,66.8121,2025-03-13,60.1205,time,42,-10.02,-1101.7,0.71,0.44,59.21,True,2025
BXP,Real Estate,2025-04-29,2025-05-01,61.4425,2025-06-12,70.0729,time,42,14.05,1545.09,0.4,0.33,22.55,False,2025
BXP,Real Estate,2025-07-29,2025-07-31,63.6875,2025-09-11,73.749,time,42,15.8,1737.81,0.56,0.42,33.62,True,2025
CHRW,Industrials,2025-01-29,2025-01-31,100.3959,2025-03-14,96.5494,time,42,-3.83,-421.45,1.21,1.11,9.25,True,2025
CHRW,Industrials,2025-04-30,2025-05-02,89.6306,2025-06-13,92.3992,time,42,3.09,339.79,1.11,1.05,6.05,False,2025
CHRW,Industrials,2025-07-30,2025-08-01,112.7875,2025-09-12,131.4326,time,42,16.53,1818.43,1.29,1.16,11.61,True,2025
CHRW,Industrials,2025-10-29,2025-10-31,153.6574,2025-12-12,156.5545,time,42,1.89,207.4,1.34,1.3,2.76,True,2025
CDNS,Information Technology,2025-02-18,2025-02-20,274.5,2025-02-25,248.9,hard_stop,5,-9.33,-1025.87,1.88,1.82,3.16,True,2025
CDNS,Information Technology,2025-04-28,2025-04-30,294.51,2025-06-11,307.2,time,42,4.31,473.97,1.57,1.5,4.75,False,2025
CDNS,Information Technology,2025-07-28,2025-07-30,367.49,2025-09-10,338.53,time,42,-7.88,-866.85,1.65,1.56,6.0,True,2025
CDNS,Information Technology,2025-10-27,2025-10-29,337.3,2025-11-18,303.21,hard_stop,20,-10.11,-1111.74,1.93,1.79,7.85,True,2025
CPT,Real Estate,2025-02-06,2025-02-10,113.2384,2025-03-24,115.8482,time,42,2.3,253.51,0.37,0.36,2.55,True,2025
CPT,Real Estate,2025-05-01,2025-05-05,115.8042,2025-06-16,111.5963,time,42,-3.63,-399.7,0.36,0.28,29.53,False,2025
CPB,Consumer Staples,2025-03-05,2025-03-07,37.2285,2025-04-21,35.485,time,45,-4.68,-515.13,0.74,0.72,2.28,True,2025
CPB,Consumer Staples,2025-06-02,2025-06-04,32.4437,2025-06-25,29.4497,hard_stop,21,-9.23,-1015.14,0.73,0.66,11.39,True,2025
CPB,Consumer Staples,2025-09-03,2025-09-05,31.3245,2025-10-17,29.8719,time,42,-4.64,-510.09,0.62,0.57,9.04,True,2025
COF,Financials,2025-01-21,2025-01-23,198.1405,2025-03-04,181.6373,hard_stop,40,-8.33,-916.19,3.09,2.8,10.37,True,2025
COF,Financials,2025-04-22,2025-04-24,173.8767,2025-05-21,183.6315,trail_stop,27,5.61,617.12,4.06,3.65,11.19,False,2025
COF,Financials,2025-07-22,2025-07-24,217.4386,2025-09-04,223.6431,time,42,2.85,313.88,5.48,3.72,47.43,True,2025
COF,Financials,2025-10-21,2025-10-23,219.3742,2025-11-17,199.3879,hard_stop,25,-9.11,-1002.17,5.95,4.36,36.42,True,2025
CAH,Health Care,2025-01-30,2025-02-03,122.0876,2025-03-17,128.1072,time,42,4.93,542.37,1.65,1.5,10.3,True,2025
CAH,Health Care,2025-05-01,2025-05-05,149.009,2025-06-16,160.5983,time,42,7.78,855.53,2.1,1.69,23.95,False,2025
CAH,Health Care,2025-08-12,2025-08-14,146.488,2025-09-25,147.7477,time,42,0.86,94.59,2.08,2.03,2.36,True,2025
CAH,Health Care,2025-10-30,2025-11-03,190.134,2025-12-09,197.03,trail_stop,36,3.63,398.96,2.55,2.17,17.6,True,2025
CCL,Consumer Discretionary,2025-06-24,2025-06-26,25.4359,2025-08-07,28.7007,time,42,12.84,1411.9,0.35,0.24,45.31,True,2025
CCL,Consumer Discretionary,2025-09-29,2025-10-01,28.5721,2025-11-04,25.8316,hard_stop,34,-9.59,-1055.05,1.33,1.31,1.73,True,2025
CCL,Consumer Discretionary,2025-12-19,2025-12-23,32.1733,2026-01-15,29.1261,hard_stop,23,-9.47,-1041.82,0.34,0.25,38.64,True,2025
CARR,Industrials,2025-02-11,2025-02-13,62.9075,2025-03-27,64.5086,time,42,2.55,279.98,0.54,0.48,11.41,True,2025
CARR,Industrials,2025-05-01,2025-05-05,70.2163,2025-06-16,70.0094,time,42,-0.29,-32.42,0.47,0.4,17.58,False,2025
CARR,Industrials,2025-07-29,2025-07-31,67.2108,2025-09-03,61.745,hard_stop,34,-8.13,-894.56,0.92,0.9,1.94,True,2025
CARR,Industrials,2025-10-28,2025-10-30,59.6011,2025-11-13,54.7295,hard_stop,14,-8.17,-899.12,0.67,0.57,17.69,True,2025
CVNA,Consumer Discretionary,2025-02-19,2025-02-21,49.418,2025-02-21,44.66,hard_stop,0,-9.63,-1059.09,0.24,0.06,289.92,True,2025
CVNA,Consumer Discretionary,2025-05-07,2025-05-09,56.268,2025-06-12,63.79,trail_stop,34,13.37,1470.5,0.3,0.15,102.14,False,2025
CVNA,Consumer Discretionary,2025-07-30,2025-08-01,76.198,2025-08-08,69.512,hard_stop,7,-8.77,-965.2,0.26,0.23,12.3,True,2025
CASY,Consumer Staples,2025-03-11,2025-03-13,400.103,2025-04-04,413.7857,trail_stop,22,3.42,376.18,2.33,2.09,11.58,False,2025
CASY,Consumer Staples,2025-06-09,2025-06-11,489.1166,2025-07-23,522.0007,time,42,6.72,739.55,2.63,1.93,36.06,True,2025
CASY,Consumer Staples,2025-09-08,2025-09-10,544.9921,2025-10-22,543.6658,time,42,-0.24,-26.77,5.77,5.0,15.35,True,2025
CASY,Consumer Staples,2025-12-09,2025-12-11,534.3303,2026-01-22,617.8044,time,42,15.62,1718.44,5.53,5.2,6.26,True,2025
CAT,Industrials,2025-01-30,2025-02-03,358.515,2025-03-03,326.9109,hard_stop,28,-8.82,-969.68,5.14,5.03,2.25,True,2025
CAT,Industrials,2025-10-29,2025-10-31,581.5596,2025-12-12,595.361,time,42,2.37,261.05,4.95,4.52,9.43,True,2025
CBOE,Financials,2025-05-02,2025-05-06,230.4984,2025-06-17,224.8548,time,42,-2.45,-269.33,2.5,2.36,5.76,False,2025
CBOE,Financials,2025-10-31,2025-11-04,248.6859,2025-12-16,248.3767,time,42,-0.12,-13.68,2.85,2.34,22.06,True,2025
CBRE,Real Estate,2025-04-24,2025-04-28,120.48,2025-05-21,120.87,trail_stop,23,0.32,35.61,0.86,0.76,12.71,False,2025
CBRE,Real Estate,2025-10-23,2025-10-27,163.45,2025-11-05,150.07,hard_stop,9,-8.19,-900.46,1.61,1.46,10.57,True,2025
CDW,Information Technology,2025-02-05,2025-02-07,194.6606,2025-02-25,178.5078,hard_stop,18,-8.3,-912.77,2.48,2.32,6.74,True,2025
CDW,Information Technology,2025-05-07,2025-05-09,176.9435,2025-06-20,167.3851,time,42,-5.4,-594.22,1.69,1.6,5.43,False,2025
CDW,Information Technology,2025-08-06,2025-08-08,159.6152,2025-09-19,158.7575,time,42,-0.54,-59.11,2.6,2.49,4.36,True,2025
CDW,Information Technology,2025-11-04,2025-11-06,143.4154,2025-12-18,141.5228,time,42,-1.32,-145.17,2.71,2.62,3.35,True,2025
COR,Health Care,2025-02-05,2025-02-07,242.7239,2025-03-21,264.9157,time,42,9.14,1005.71,3.73,3.52,5.96,True,2025
COR,Health Care,2025-05-07,2025-05-09,283.2318,2025-06-20,291.4596,time,42,2.9,319.55,4.42,4.1,7.92,False,2025
COR,Health Care,2025-08-06,2025-08-08,276.9392,2025-09-19,288.3848,time,42,4.13,454.62,4.0,3.84,4.24,True,2025
COR,Health Care,2025-11-05,2025-11-07,361.1024,2025-12-19,339.5652,time,42,-5.96,-656.07,3.84,3.79,1.44,True,2025
CNC,Health Care,2025-02-04,2025-02-06,60.09,2025-03-20,59.62,time,42,-0.78,-86.04,0.8,0.49,62.18,True,2025
CNC,Health Care,2025-04-25,2025-04-29,59.34,2025-06-10,55.51,time,42,-6.45,-709.98,2.9,2.52,15.27,False,2025
CNC,Health Care,2025-10-29,2025-10-31,34.6,2025-12-12,40.85,time,42,18.06,1986.99,0.5,-0.16,404.28,True,2025
CNP,Utilities,2025-10-23,2025-10-27,39.0,2025-12-08,37.6946,time,42,-3.35,-368.19,0.45,0.43,4.27,True,2025
CF,Materials,2025-02-19,2025-02-21,77.5431,2025-04-04,71.1193,time,42,-8.28,-911.26,1.79,1.51,18.13,True,2025
CF,Materials,2025-05-07,2025-05-09,79.7233,2025-06-20,98.2522,time,42,23.24,2556.57,1.98,1.5,31.56,False,2025
CRL,Health Care,2025-02-19,2025-02-21,162.39,2025-04-01,145.99,hard_stop,39,-10.1,-1110.91,2.66,2.53,5.24,True,2025
CRL,Health Care,2025-05-07,2025-05-09,141.21,2025-06-20,147.45,time,42,4.42,486.08,2.34,2.07,12.78,False,2025
CRL,Health Care,2025-08-06,2025-08-08,150.49,2025-09-19,155.39,time,42,3.26,358.16,3.12,2.55,22.45,True,2025
CRL,Health Care,2025-11-05,2025-11-07,168.91,2025-12-19,197.06,time,42,16.67,1833.22,2.43,2.34,3.86,True,2025
SCHW,Financials,2025-01-21,2025-01-23,78.9455,2025-03-06,74.3747,time,42,-5.79,-636.88,1.01,0.91,10.46,True,2025
SCHW,Financials,2025-04-17,2025-04-22,74.296,2025-06-03,86.8977,time,42,16.96,1865.76,1.04,1.01,3.17,False,2025
SCHW,Financials,2025-07-18,2025-07-22,95.1332,2025-09-02,95.1837,time,42,0.05,5.84,1.08,1.05,2.86,True,2025
SCHW,Financials,2025-10-16,2025-10-20,93.2824,2025-12-01,92.0478,time,42,-1.32,-145.59,1.31,1.25,5.21,True,2025
CHTR,Communication Services,2025-01-31,2025-02-04,336.81,2025-03-11,355.87,trail_stop,35,5.66,622.49,10.1,9.22,9.49,True,2025
CHTR,Communication Services,2025-04-25,2025-04-29,378.79,2025-05-29,395.81,trail_stop,30,4.49,494.26,8.42,8.37,0.56,False,2025
CVX,Energy,2025-05-02,2025-05-06,129.294,2025-06-17,142.8664,time,42,10.5,1154.7,2.18,2.15,1.31,False,2025
CVX,Energy,2025-08-01,2025-08-05,144.9587,2025-09-16,154.8312,time,42,6.81,749.16,1.77,1.74,1.71,True,2025
CVX,Energy,2025-10-31,2025-11-04,148.9016,2025-12-16,144.0093,time,42,-3.29,-361.41,1.82,1.53,18.78,True,2025
CMG,Consumer Discretionary,2025-04-23,2025-04-25,49.5,2025-06-06,52.5,time,42,6.06,666.67,0.29,0.28,4.72,False,2025
CB,Financials,2025-01-28,2025-01-30,275.1929,2025-03-13,285.8317,time,42,3.87,425.25,6.02,5.45,10.46,True,2025
CB,Financials,2025-04-22,2025-04-24,281.2805,2025-06-05,289.6873,time,42,2.99,328.76,3.68,3.23,14.0,False,2025
CB,Financials,2025-07-22,2025-07-24,269.2053,2025-09-04,279.0562,time,42,3.66,402.52,6.14,5.97,2.85,True,2025
CB,Financials,2025-10-21,2025-10-23,276.9923,2025-12-04,293.7728,time,42,6.06,666.39,6.99,6.29,11.1,True,2025
CHD,Consumer Staples,2025-05-01,2025-05-05,91.7823,2025-06-16,96.5256,time,42,5.17,568.47,0.91,0.9,1.42,False,2025
CHD,Consumer Staples,2025-08-01,2025-08-05,89.9813,2025-09-16,90.6254,time,42,0.72,78.73,0.94,0.86,9.51,True,2025
CHD,Consumer Staples,2025-10-31,2025-11-04,85.8228,2025-12-16,84.0153,time,42,-2.11,-231.67,0.81,0.74,9.93,True,2025
CIEN,Information Technology,2025-03-11,2025-03-13,65.75,2025-03-31,60.43,hard_stop,18,-8.09,-890.04,0.31,0.14,119.62,False,2025
CIEN,Information Technology,2025-09-04,2025-09-08,118.45,2025-10-20,173.12,time,42,46.15,5076.99,0.67,0.53,27.56,True,2025
CIEN,Information Technology,2025-12-11,2025-12-15,220.84,2026-01-08,225.21,trail_stop,24,1.98,217.67,0.91,0.77,18.24,True,2025
CINF,Financials,2025-02-10,2025-02-12,133.0003,2025-03-26,143.2039,time,42,7.67,843.91,3.14,1.88,67.09,True,2025
CINF,Financials,2025-04-28,2025-04-30,136.3218,2025-06-11,143.6927,time,42,5.41,594.77,-0.57,-0.64,11.53,False,2025
CINF,Financials,2025-07-28,2025-07-30,150.7236,2025-09-10,149.7893,time,42,-0.62,-68.18,1.97,1.39,42.0,True,2025
CINF,Financials,2025-10-27,2025-10-29,149.0366,2025-12-10,160.825,time,42,7.91,870.07,2.85,2.06,38.43,True,2025
CTAS,Industrials,2025-03-26,2025-03-28,204.1665,2025-05-09,212.334,time,42,4.0,440.04,1.13,1.06,7.08,False,2025
CTAS,Industrials,2025-07-17,2025-07-21,219.1503,2025-09-02,203.9927,time,43,-6.92,-760.82,1.09,1.07,1.75,True,2025
CTAS,Industrials,2025-12-18,2025-12-22,185.6769,2026-02-02,189.9554,time,42,2.3,253.47,1.21,1.2,0.96,True,2025
CSCO,Information Technology,2025-02-12,2025-02-14,61.9412,2025-03-28,59.0961,time,42,-4.59,-505.25,0.94,0.91,3.41,True,2025
CSCO,Information Technology,2025-05-14,2025-05-16,62.4721,2025-06-27,67.1054,time,42,7.42,815.83,0.96,0.92,4.64,True,2025
CSCO,Information Technology,2025-08-13,2025-08-15,67.3123,2025-09-26,66.1027,time,42,-1.8,-197.66,0.99,0.98,1.3,True,2025
CSCO,Information Technology,2025-11-12,2025-11-14,75.7619,2025-12-26,77.325,time,42,2.06,226.95,1.0,0.98,1.82,True,2025
C,Financials,2025-01-15,2025-01-17,75.6753,2025-02-28,77.5574,time,42,2.49,273.58,1.35,1.24,8.7,True,2025
C,Financials,2025-04-15,2025-04-17,60.3192,2025-05-29,73.8556,time,42,22.44,2468.54,1.96,1.85,5.93,False,2025
C,Financials,2025-07-15,2025-07-17,88.1319,2025-08-28,95.2963,time,42,8.13,894.2,2.04,1.59,28.26,True,2025
C,Financials,2025-10-14,2025-10-16,98.6329,2025-11-28,102.5776,time,43,4.0,439.92,2.26,1.93,17.44,True,2025
CFG,Financials,2025-01-17,2025-01-22,45.5863,2025-03-04,41.752,hard_stop,41,-8.41,-925.21,0.85,0.83,2.3,True,2025
CFG,Financials,2025-04-16,2025-04-21,33.6488,2025-06-02,38.8049,time,42,15.32,1685.58,0.77,0.75,2.68,False,2025
CFG,Financials,2025-07-17,2025-07-21,47.1258,2025-09-02,50.4183,time,43,6.99,768.52,0.92,0.88,4.13,True,2025
CFG,Financials,2025-10-15,2025-10-17,47.6531,2025-11-28,53.339,time,42,11.93,1312.51,1.05,1.03,2.27,True,2025
CLX,Consumer Staples,2025-02-03,2025-02-05,141.2733,2025-03-19,137.7063,time,42,-2.52,-277.73,1.55,1.4,10.68,True,2025
CLX,Consumer Staples,2025-07-31,2025-08-04,117.8866,2025-09-15,118.7216,time,42,0.71,77.91,2.87,2.21,29.75,True,2025
CLX,Consumer Staples,2025-11-03,2025-11-05,107.5773,2025-11-17,98.8551,hard_stop,12,-8.11,-891.86,0.85,0.78,9.23,True,2025
CME,Financials,2025-02-12,2025-02-14,238.3813,2025-03-28,252.5527,time,42,5.94,653.93,2.52,2.45,3.05,True,2025
CME,Financials,2025-07-23,2025-07-25,268.8898,2025-09-05,253.4382,time,42,-5.75,-632.11,2.81,2.8,0.34,True,2025
CME,Financials,2025-10-22,2025-10-24,260.3182,2025-12-05,263.3319,time,42,1.16,127.35,2.68,2.63,1.98,True,2025
CMS,Utilities,2025-02-06,2025-02-10,65.2811,2025-03-24,70.4448,time,42,7.91,870.09,0.87,0.85,2.87,True,2025
CMS,Utilities,2025-04-24,2025-04-28,69.578,2025-06-09,67.5987,time,42,-2.84,-312.93,1.02,1.01,1.21,False,2025
CMS,Utilities,2025-10-30,2025-11-03,70.4213,2025-12-15,69.6931,time,42,-1.03,-113.74,0.93,0.86,8.39,True,2025
KO,Consumer Staples,2025-04-29,2025-05-01,69.9716,2025-06-12,70.2048,time,42,0.33,36.67,0.73,0.72,1.95,False,2025
KO,Consumer Staples,2025-07-22,2025-07-24,67.7874,2025-09-04,66.7988,time,42,-1.46,-160.41,0.87,0.84,3.93,True,2025
KO,Consumer Staples,2025-10-21,2025-10-23,69.8359,2025-12-04,69.9689,time,42,0.19,20.95,0.82,0.78,5.32,True,2025
CTSH,Information Technology,2025-02-05,2025-02-07,84.8579,2025-03-12,77.5589,hard_stop,33,-8.6,-946.16,1.21,1.13,7.55,True,2025
CTSH,Information Technology,2025-04-30,2025-05-02,74.4272,2025-06-13,77.3166,time,42,3.88,427.03,1.34,1.19,12.9,False,2025
CTSH,Information Technology,2025-07-30,2025-08-01,69.9816,2025-09-12,68.0403,time,42,-2.77,-305.14,1.31,1.26,3.99,True,2025
CTSH,Information Technology,2025-10-29,2025-10-31,70.7749,2025-12-12,82.9303,time,42,17.17,1889.22,0.56,0.5,13.13,True,2025
COHR,Information Technology,2025-02-05,2025-02-07,101.07,2025-02-11,87.5,hard_stop,4,-13.43,-1476.9,0.95,0.67,41.04,True,2025
COHR,Information Technology,2025-05-07,2025-05-09,70.74,2025-06-20,81.2,time,42,14.79,1626.52,0.91,0.86,6.24,False,2025
COHR,Information Technology,2025-08-13,2025-08-15,91.25,2025-09-24,106.52,trail_stop,40,16.73,1840.77,1.0,0.92,8.7,True,2025
COHR,Information Technology,2025-11-05,2025-11-07,146.5,2025-11-13,139.97,trail_stop,6,-4.46,-490.31,1.16,1.04,11.27,True,2025
COIN,Financials,2025-02-13,2025-02-18,278.8,2025-02-21,235.38,hard_stop,3,-15.57,-1713.13,4.68,2.04,128.96,True,2025
COIN,Financials,2025-07-31,2025-08-04,319.54,2025-09-15,327.02,time,42,2.34,257.49,5.14,1.49,245.59,True,2025
COIN,Financials,2025-10-30,2025-11-03,340.87,2025-11-04,307.32,hard_stop,1,-9.84,-1082.67,1.5,1.13,32.96,True,2025
CL,Consumer Staples,2025-01-31,2025-02-04,84.3251,2025-03-13,87.7974,trail_stop,37,4.12,452.96,0.91,0.89,2.32,True,2025
CL,Consumer Staples,2025-04-25,2025-04-29,88.4543,2025-06-10,89.6735,time,42,1.38,151.62,0.91,0.86,6.12,False,2025
CL,Consumer Staples,2025-08-01,2025-08-05,81.4491,2025-09-16,79.9479,time,42,-1.84,-202.75,0.92,0.89,2.81,True,2025
CL,Consumer Staples,2025-10-31,2025-11-04,74.8734,2025-12-16,77.9848,time,42,4.16,457.12,0.91,0.89,2.4,True,2025
CMCSA,Communication Services,2025-01-30,2025-02-03,29.4607,2025-03-13,30.8755,trail_stop,38,4.8,528.24,0.96,0.86,11.38,True,2025
CMCSA,Communication Services,2025-04-24,2025-04-28,30.4372,2025-06-09,31.0657,time,42,2.06,227.14,1.09,0.99,9.89,False,2025
CMCSA,Communication Services,2025-07-31,2025-08-04,29.5564,2025-09-15,29.5564,time,42,0.0,0.0,1.25,1.18,5.87,True,2025
FIX,Industrials,2025-02-20,2025-02-24,372.0819,2025-03-04,337.6653,hard_stop,8,-9.25,-1017.47,4.08,3.67,11.07,True,2025
FIX,Industrials,2025-04-24,2025-04-28,393.813,2025-06-09,500.2081,time,42,27.02,2971.83,4.75,3.71,28.12,False,2025
FIX,Industrials,2025-07-24,2025-07-28,695.4403,2025-09-08,714.7771,time,42,2.78,305.86,6.53,4.84,35.05,True,2025
FIX,Industrials,2025-10-23,2025-10-27,997.2352,2025-11-13,896.7026,hard_stop,17,-10.08,-1108.92,8.25,6.29,31.26,True,2025
CAG,Consumer Staples,2025-10-01,2025-10-03,17.9768,2025-10-29,16.2897,hard_stop,26,-9.38,-1032.33,0.39,0.33,17.41,True,2025
CAG,Consumer Staples,2025-12-19,2025-12-23,16.4715,2026-02-03,18.64,time,42,13.17,1448.16,0.45,0.44,3.18,True,2025
COP,Energy,2025-02-06,2025-02-10,94.8312,2025-03-04,86.9917,hard_stop,22,-8.27,-909.34,1.98,1.83,7.92,True,2025
COP,Energy,2025-05-08,2025-05-12,89.631,2025-05-23,82.4569,hard_stop,11,-8.0,-880.44,2.09,2.05,1.98,True,2025
COP,Energy,2025-08-07,2025-08-11,91.5747,2025-09-22,89.7928,time,42,-1.95,-214.04,1.42,1.36,4.71,True,2025
COP,Energy,2025-11-06,2025-11-10,85.2256,2025-12-22,91.9064,time,42,7.84,862.29,1.61,1.41,14.05,True,2025
ED,Utilities,2025-02-20,2025-02-24,94.8237,2025-04-07,101.1479,time,42,6.67,733.63,0.98,0.96,2.15,True,2025
ED,Utilities,2025-05-01,2025-05-05,105.8886,2025-05-13,96.5223,hard_stop,8,-8.85,-972.99,2.26,2.21,2.42,False,2025
ED,Utilities,2025-08-07,2025-08-11,101.0905,2025-09-22,94.2853,time,42,-6.73,-740.5,0.67,0.66,1.82,True,2025
ED,Utilities,2025-11-06,2025-11-10,95.6905,2025-12-22,96.9892,time,42,1.36,149.3,1.9,1.75,8.28,True,2025
CEG,Utilities,2025-02-18,2025-02-20,314.8095,2025-02-21,282.0385,hard_stop,1,-10.41,-1145.07,2.44,2.14,14.06,True,2025
CEG,Utilities,2025-08-07,2025-08-11,334.4816,2025-08-29,306.7387,hard_stop,18,-8.29,-912.37,1.91,1.83,4.24,True,2025
COO,Health Care,2025-03-06,2025-03-10,85.3,2025-03-13,77.73,hard_stop,3,-8.87,-976.2,0.92,0.91,0.93,False,2025
COO,Health Care,2025-05-29,2025-06-02,68.37,2025-07-14,73.61,time,42,7.66,843.06,0.96,0.93,3.31,True,2025
COO,Health Care,2025-08-27,2025-08-29,65.06,2025-10-10,68.37,time,42,5.09,559.64,1.1,1.07,3.04,True,2025
COO,Health Care,2025-12-04,2025-12-08,81.7,2026-01-20,80.61,time,43,-1.33,-146.76,1.15,1.11,3.29,True,2025
CPRT,Industrials,2025-02-20,2025-02-24,56.81,2025-04-07,54.22,time,42,-4.56,-501.5,0.4,0.37,7.52,True,2025
CPRT,Industrials,2025-09-04,2025-09-08,48.67,2025-09-29,44.6,hard_stop,21,-8.36,-919.87,0.41,0.36,13.29,True,2025
CPRT,Industrials,2025-11-20,2025-11-24,40.62,2026-01-05,38.54,time,42,-5.12,-563.27,0.41,0.39,5.09,True,2025
GLW,Information Technology,2025-01-29,2025-01-31,49.3972,2025-03-06,44.8342,hard_stop,34,-9.24,-1016.12,0.57,0.56,2.1,True,2025
GLW,Information Technology,2025-07-29,2025-07-31,62.4935,2025-09-11,75.0733,time,42,20.13,2214.27,0.6,0.57,5.13,True,2025
GLW,Information Technology,2025-10-28,2025-10-30,88.3432,2025-11-17,80.909,hard_stop,18,-8.42,-925.66,0.67,0.66,0.8,True,2025
CPAY,Financials,2025-08-06,2025-08-08,305.98,2025-09-19,301.93,time,42,-1.32,-145.6,5.13,5.12,0.12,True,2025
CPAY,Financials,2025-11-05,2025-11-07,276.0,2025-12-19,309.81,time,42,12.25,1347.5,5.7,5.64,1.02,True,2025
CTVA,Materials,2025-05-07,2025-05-09,66.0625,2025-06-20,73.1802,time,42,10.77,1185.16,1.13,0.88,28.24,False,2025
